"ll.m1"	"ll.m2"	"ll.m1.null"	"ll.m2.null"
-410.343099188461	-408.035324622717	-410.346903914784	-408.049606600067
-415.590659307873	-413.586920530344	-415.603135355326	-413.600714744085
-408.017066850951	-409.812585020338	-408.024190991134	-409.826864038174
-409.327944614017	-411.087127253909	-409.435060883129	-411.259528024723
-401.013535912937	-402.01303495643	-401.692579717469	-402.841943701041
-410.248691635072	-410.286372341643	-410.252731425826	-410.289913955481
-404.866997357033	-407.044019406017	-405.736186226901	-408.215315967126
-405.041462703979	-405.50483141613	-405.042230060406	-405.504831415901
-393.225308344482	-393.444847261141	-393.852608646211	-394.095489531541
-414.781079012413	-414.78107902665	-415.534541238968	-415.534541266811
-402.670506961893	-403.152246794063	-402.721904390104	-403.211802279207
-412.425074944451	-413.003838920089	-412.435748012538	-413.017694205303
-408.68843496081	-409.669384501971	-408.750754398813	-409.758510389168
-396.046548823471	-396.4004043174	-396.088919246751	-396.43504215697
-412.745825797342	-410.793560493649	-413.207703629324	-411.390394245813
-403.513493771258	-403.65986815328	-405.465670057726	-405.601879909022
-399.646442665756	-400.665882099942	-399.850674850455	-400.906778721223
-412.788540524013	-412.080329559445	-412.822781313061	-412.136094508614
-405.059454472537	-406.507657581498	-405.059753820559	-406.511266692466
-398.188539278829	-398.971310539293	-398.596188998664	-399.426517880232
-385.966231875075	-389.347739978412	-385.967577868135	-389.351723092647
-405.12771584577	-405.344690336017	-406.365414933879	-406.799670272958
-402.107319335073	-403.342711301323	-402.879595774316	-404.164321720255
-409.373313029489	-409.525506722477	-409.373400676451	-409.525506720473
-400.854671450461	-401.318053242146	-401.294512643428	-401.765325452248
-413.529868109397	-414.053025871891	-414.065413457609	-414.465227537511
-397.21087869479	-401.181627968744	-397.610084256187	-401.632708834042
-411.476388493946	-412.064492315094	-411.490729633382	-412.078524581347
-405.016970238825	-405.994498521033	-405.115864479497	-406.052488874886
-407.153524407556	-411.219349763023	-407.154714781542	-411.233382532447
-401.357648361422	-402.782139677991	-401.454035056523	-402.914947802015
-404.318052483911	-404.336392205054	-405.149866747803	-405.155409945165
-410.537393030678	-410.635854622282	-410.814940494367	-410.922821635585
-404.245310054041	-405.166808478473	-404.900198228708	-405.879252794002
-412.046775157324	-410.909044795857	-412.303176541348	-411.194001455559
-408.940333665366	-408.956195083181	-409.298001170941	-409.311698849879
-409.424659872169	-410.313825971381	-409.457719102591	-410.370257414721
-386.157078909575	-387.903729099393	-386.594542346062	-388.901281467596
-403.112077257997	-403.480515676024	-404.800313232517	-405.58781605699
-411.171086398995	-411.172354499985	-411.958398747368	-411.958998564547
-411.358972128685	-411.348894021616	-411.447443190127	-411.436001749056
-414.359857432011	-413.814813977693	-414.807488961757	-414.30967921354
-406.672137429431	-405.416231354715	-406.761459518129	-405.593312972148
-401.830800974994	-401.847845669724	-401.862642575448	-401.881231845487
-402.688838141116	-403.001440600933	-404.057828683118	-404.313854602309
-408.812490947154	-409.726909779495	-409.159033318048	-410.155236095763
-401.49917673614	-401.851832025382	-401.961204979022	-402.298847391819
-401.150433692036	-401.158837589302	-401.166001146748	-401.173808226295
-404.422181956301	-405.730986970814	-404.777035786768	-406.251494062484
-396.976574316694	-397.02988608509	-397.492884196913	-397.576843581783
-399.895141019058	-400.750586143106	-400.756192471385	-401.706890165959
-399.575706239031	-400.065984160275	-399.660696822025	-400.201230603274
-403.779775338229	-404.156727703952	-404.254218516914	-404.680736208367
-414.073582068841	-412.034752033355	-414.319327725028	-412.318771886391
-411.86881907874	-412.480373715894	-412.520096234828	-413.148306955598
-409.192480316686	-409.209014318187	-409.473781448158	-409.497404818463
-411.521793507476	-411.52989163295	-411.800742450791	-411.813042485631
-409.856524298601	-411.093162890198	-409.923589878701	-411.181261135168
-410.139330426723	-410.151508530456	-410.314634901994	-410.324265749828
-410.434066210486	-411.94685242429	-410.768461277416	-412.447972130622
-397.015288106902	-397.182373972723	-397.059103824429	-397.242718346099
-404.623216502908	-405.113912040904	-405.409118729389	-405.937928062061
-401.309090919295	-403.068299383331	-401.889883729232	-403.691049076639
-399.775810287018	-399.83671542486	-400.030983504367	-400.072798653075
-407.656212240989	-407.97594290874	-408.024682774438	-408.336276125071
-402.57723394228	-402.703084254821	-402.888852786758	-403.004096512092
-413.009809625495	-413.682740674134	-413.142814968209	-413.851858274974
-397.019087797596	-397.081529660411	-397.49634663871	-397.539505095681
-407.160997537863	-410.035905733596	-407.225032920216	-410.125064546023
-404.558368734395	-404.620311873644	-405.381015417265	-405.439440911124
-392.039104773582	-395.303004775643	-393.076439559553	-396.543654430808
-392.306912157645	-393.503155160236	-392.341498567535	-393.506942816636
-400.710581537422	-401.772070966176	-400.761592326038	-401.864657704105
-404.973891181165	-404.984821541934	-405.06964220119	-405.07630046412
-411.351890414734	-410.348706174211	-412.356179986348	-413.262073164024
-395.155720586389	-397.650238549505	-395.649728247814	-398.394681351354
-402.161896755679	-402.194435331316	-404.849437661824	-404.860520397212
-401.353007118771	-403.452071914179	-401.450690641799	-403.58430176589
-406.018396897951	-407.222409061188	-407.826113445368	-409.458957214453
-401.62087026009	-402.774583482171	-403.014516526409	-404.080858135
-401.862932310751	-401.8722958691	-406.322007939128	-406.32714405011
-410.385284673719	-411.104497090624	-410.39985380324	-411.118542352078
-408.462287656084	-410.769236231956	-408.462617980469	-410.772752524055
-400.332839569024	-401.83872955225	-400.558292911033	-402.138711978798
-405.545793891181	-408.322210436859	-405.583476524729	-408.379398943731
-411.495432302206	-408.395498820723	-411.500103692867	-408.409670020836
-401.952259139225	-402.049565773202	-403.592235352244	-403.938802063848
-406.184066226013	-406.563803611613	-409.435462319064	-409.922081578239
-404.99294833036	-407.763971127035	-405.142361770184	-407.939249310641
-406.451026905582	-406.763855431208	-407.806153596055	-408.197615766685
-402.965581346616	-403.190975750606	-406.552823638747	-407.326202134319
-398.32331361231	-404.982224245927	-398.341330594534	-405.015393699255
-403.116982997048	-403.381833316805	-404.386186092391	-404.691169397334
-401.513408070664	-401.766281014835	-401.514987929716	-401.769985364666
-409.37773303505	-408.733024986706	-412.029814096074	-411.623108274108
-396.923468714752	-398.125122371122	-397.069020880293	-398.312429114427
-406.80174090242	-408.232702498043	-406.842054798079	-408.29041150008
-403.38082319853	-403.701464808024	-403.579723406994	-403.882552703279
-406.777192583003	-406.868855067056	-408.302659021973	-408.599055364757
-413.691469626035	-413.844000284596	-414.345630952736	-414.507763477333
-409.377502390235	-409.951895660074	-409.408190986967	-409.983751017746
-408.283673697734	-407.127624648455	-408.305092933402	-407.184920320891
-402.995917800211	-404.483288863769	-403.900451721273	-405.535405407228
-396.258377088148	-396.838569407523	-396.260668497622	-396.842373332331
-408.60615925741	-408.934131503641	-408.71268550569	-409.061600750125
-397.569476985554	-397.9690436415	-403.383021889501	-404.095323040149
-407.144989019689	-407.999588239893	-407.236913050483	-408.128963081855
-402.279299837478	-402.350130716229	-402.279408491546	-402.350130714322
-404.550296227821	-408.868905918821	-404.550566807198	-408.883125183241
-412.103837947872	-413.960938941415	-412.172214330595	-414.047093461643
-395.683152394849	-395.689898129183	-397.364795788479	-397.366221510091
-398.500200375652	-400.615111313229	-398.850161482265	-401.065564362064
-407.80673646567	-411.07075388464	-407.966218297031	-411.355936914105
-404.668199158065	-405.722361848397	-405.562134228481	-406.765897018876
-402.868674741143	-403.576211738921	-403.560438731986	-404.513043560735
-407.130216113001	-408.305900925206	-407.217359531701	-408.435664788699
-408.675145737878	-408.910955188996	-408.751430937044	-409.000444300535
-400.381535915335	-400.483051994527	-400.851958428747	-401.023687842414
-410.705418914672	-410.710639197703	-410.736695054376	-410.742527684422
-399.593707986862	-399.611973361681	-399.932018541621	-399.982166722599
-401.644349868455	-401.803759465528	-401.647929641931	-401.807474115266
-414.479155769759	-412.932753449381	-414.682019264521	-413.153316840768
-405.760835732666	-407.850455682001	-405.847065138507	-407.980447164147
-406.769433901121	-408.195945638579	-406.844856784827	-408.285410530235
-392.845539006417	-393.032452070652	-392.871680967005	-393.067614060772
-397.731715748676	-398.263797332216	-398.445568200736	-399.001729715578
-409.131156208477	-407.013061462795	-409.133839912091	-407.027245396863
-399.417044425198	-399.445915536091	-399.45182416137	-399.479712245047
-404.968337390545	-407.920257733288	-405.109268164269	-408.049433028253
-405.737086443219	-406.733850175712	-406.188937500305	-407.252380913291
-395.830042095542	-397.823663258854	-395.830210522242	-397.827478169388
-409.23939623668	-409.481164873944	-409.902577187493	-410.178171583045
